"","HUC_i","HUC_j","points_i","length_i","area_i","points_j","length_j","area_j","distance_ij"
"1005",195,204,2964,964286.576005,1065870641.82,3405,633931.66063,1246649832.2,54311.85639
"1014",191,211,12392,851620.791604,1335617285.69,22810,1003947.61376,1482326892.8,54515.84765
"1019",153,154,5038,635197.844155,774426440.254,12648,996600.27872,1230838377.06,54695.34526
"1022",31,165,7791,1386961.45355,1464916864.12,4422,1834982.23088,1619720716.8,54731.2287
"1025",25,28,3170,1425934.38347,926104627.813,6049,644498.607186,451560914.395,54762.5263
"1026",23,149,489,553095.217362,722734396.623,3286,832440.708965,527986571.806,54780.69688
"1033",149,153,3286,832440.708965,527986571.806,5038,635197.844155,774426440.254,54891.24111
"1039",167,172,1567,507664.349505,919263103.236,10117,3003563.93521,3184286865.45,55095.04798
"1054",179,190,657,146939.477626,219121912.887,11327,1453769.54938,1253986034.33,55422.77899
"1066",159,160,5153,282045.166749,188168169.193,16718,2641165.17254,2206591411.82,55688.67136
"1070",50,178,10880,1109494.62789,1634992073.48,6188,781232.492791,601116832.259,55697.89798
"1074",26,27,3908,1385356.19187,944438320.092,13653,2093613.60365,1231105140.44,55802.58284
"1078",53,156,4682,912665.799095,1487622720.29,11821,2108768.4648,2399304474.9,55844.61669
"1085",191,403,12392,851620.791604,1335617285.69,15441,2169803.70952,3282264497.41,55915.68559
"1087",194,204,2623,483442.524083,707446827.694,3405,633931.66063,1246649832.2,55964.10174
"1089",41,161,11123,820589.353485,977864406.906,14629,2385326.96972,2453624839.04,56053.07273
"1094",26,151,3908,1385356.19187,944438320.092,22241,3147846.5546,2581405676.79,56141.68224
"1098",43,172,920,329116.870826,556605641.277,10117,3003563.93521,3184286865.45,56161.70136
"1102",177,178,13356,809238.423438,1071549764.86,6188,781232.492791,601116832.259,56315.00372
"1113",167,173,1567,507664.349505,919263103.236,1505,658235.945779,635414583.385,56560.92665
"1117",26,42,3908,1385356.19187,944438320.092,8402,438182.504918,468727696.46,56640.57649
"1129",21,25,1267,568204.43722,755611618.824,3170,1425934.38347,926104627.813,56904.06864
"1130",25,26,3170,1425934.38347,926104627.813,3908,1385356.19187,944438320.092,56906.77158
"1137",194,211,2623,483442.524083,707446827.694,22810,1003947.61376,1482326892.8,57043.05487
"1138",194,212,2623,483442.524083,707446827.694,12839,2820052.67618,3728259662.3,57047.21425
"1139",156,161,11821,2108768.4648,2399304474.9,14629,2385326.96972,2453624839.04,57064.10473
"1147",164,167,4422,1353925.34857,1298060591.31,1567,507664.349505,919263103.236,57246.89837
"1151",159,164,5153,282045.166749,188168169.193,4422,1353925.34857,1298060591.31,57334.04577
"1154",27,41,13653,2093613.60365,1231105140.44,11123,820589.353485,977864406.906,57385.74916
"1155",55,208,1864,258598.894036,986638704.338,9352,1548478.95706,1780963677.62,57397.99915
"1163",163,164,5807,2029951.87686,3143356248.5,4422,1353925.34857,1298060591.31,57541.51092
"1164",54,55,7496,1743542.55719,3588231108.57,1864,258598.894036,986638704.338,57550.51221
"1194",55,196,1864,258598.894036,986638704.338,3489,711644.720915,931211320.671,58311.34795
"1212",31,32,7791,1386961.45355,1464916864.12,4122,815584.334193,1103268621.73,58812.28273
"1229",175,212,17187,2353037.01825,2922732511.91,12839,2820052.67618,3728259662.3,59082.0756
"1259",150,151,17952,3733456.30238,2413788748.91,22241,3147846.5546,2581405676.79,59956.75184
"1261",42,149,8402,438182.504918,468727696.46,3286,832440.708965,527986571.806,59966.36856
"1267",31,398,7791,1386961.45355,1464916864.12,18273,2865499.78312,2853081750.53,60062.11471
"1271",171,172,8888,1865098.79141,1899080337.91,10117,3003563.93521,3184286865.45,60173.50167
"1281",169,171,11576,1654242.92381,2374629754,8888,1865098.79141,1899080337.91,60380.60202
"1286",151,161,22241,3147846.5546,2581405676.79,14629,2385326.96972,2453624839.04,60554.42478
"1289",159,161,5153,282045.166749,188168169.193,14629,2385326.96972,2453624839.04,60578.12455
"1290",51,211,4748,467952.886776,552135041.351,22810,1003947.61376,1482326892.8,60581.95391
"1294",55,212,1864,258598.894036,986638704.338,12839,2820052.67618,3728259662.3,60672.82948
"1299",190,191,11327,1453769.54938,1253986034.33,12392,851620.791604,1335617285.69,60725.87549
"1306",158,159,1567,214287.566148,559532664.465,5153,282045.166749,188168169.193,60890.18113
"1312",154,161,12648,996600.27872,1230838377.06,14629,2385326.96972,2453624839.04,60999.81045
"1324",150,153,17952,3733456.30238,2413788748.91,5038,635197.844155,774426440.254,61364.37393
"1337",167,170,1567,507664.349505,919263103.236,9507,921322.489428,902943239.364,61573.0754
"1346",24,151,11400,1641291.23625,1203390876.26,22241,3147846.5546,2581405676.79,61720.64562
"1351",24,41,11400,1641291.23625,1203390876.26,11123,820589.353485,977864406.906,61896.02152
"1357",164,174,4422,1353925.34857,1298060591.31,2170,673784.609775,733950779.508,61958.22407
"1361",24,148,11400,1641291.23625,1203390876.26,421,678967.659273,653775833.434,62019.77667
"1375",156,162,11821,2108768.4648,2399304474.9,4472,1087840.26405,1164200708.05,62441.40395
"1379",167,169,1567,507664.349505,919263103.236,11576,1654242.92381,2374629754,62520.84655
"1381",24,150,11400,1641291.23625,1203390876.26,17952,3733456.30238,2413788748.91,62573.08914
"1387",193,194,1139,246566.008858,747489017.086,2623,483442.524083,707446827.694,62712.85835
"1407",196,204,3489,711644.720915,931211320.671,3405,633931.66063,1246649832.2,63308.88175
"1417",42,398,8402,438182.504918,468727696.46,18273,2865499.78312,2853081750.53,63624.55383
"1432",25,30,3170,1425934.38347,926104627.813,13119,4095857.55159,2386103901.41,63989.53147
"1438",52,157,3322,644082.819848,1222412983.43,6444,762387.267075,2013881876.76,64049.57137
"1449",24,29,11400,1641291.23625,1203390876.26,17370,2752283.46207,1595089814.57,64210.02741
"1450",165,168,4422,1834982.23088,1619720716.8,723,292231.105356,563366373.427,64266.86331
"1451",165,167,4422,1834982.23088,1619720716.8,1567,507664.349505,919263103.236,64289.41872
"1453",193,211,1139,246566.008858,747489017.086,22810,1003947.61376,1482326892.8,64311.65994
"1456",21,150,1267,568204.43722,755611618.824,17952,3733456.30238,2413788748.91,64443.0404
"1458",159,163,5153,282045.166749,188168169.193,5807,2029951.87686,3143356248.5,64498.30125
"1479",168,173,723,292231.105356,563366373.427,1505,658235.945779,635414583.385,64921.59767
"1492",53,163,4682,912665.799095,1487622720.29,5807,2029951.87686,3143356248.5,65161.40974
"1500",50,157,10880,1109494.62789,1634992073.48,6444,762387.267075,2013881876.76,65453.49023
"1506",41,149,11123,820589.353485,977864406.906,3286,832440.708965,527986571.806,65549.03046
"1509",394,398,19514,2269045.99455,2958449434.35,18273,2865499.78312,2853081750.53,65599.09502
"1525",53,54,4682,912665.799095,1487622720.29,7496,1743542.55719,3588231108.57,66031.24539
"1527",51,191,4748,467952.886776,552135041.351,12392,851620.791604,1335617285.69,66051.20919
"1529",52,175,3322,644082.819848,1222412983.43,17187,2353037.01825,2922732511.91,66055.23133
"1538",164,169,4422,1353925.34857,1298060591.31,11576,1654242.92381,2374629754,66193.0782
"1546",176,192,7281,994620.80025,1612982961.02,6804,254705.268791,468640572.712,66469.45209
"1559",154,157,12648,996600.27872,1230838377.06,6444,762387.267075,2013881876.76,66662.76142
"1560",150,152,17952,3733456.30238,2413788748.91,4405,401341.364698,370814966.197,66672.38335
"1562",23,25,489,553095.217362,722734396.623,3170,1425934.38347,926104627.813,66696.15915
"1577",169,393,11576,1654242.92381,2374629754,12219,2180114.27068,2583118256.45,66948.8368
"1579",162,398,4472,1087840.26405,1164200708.05,18273,2865499.78312,2853081750.53,66977.77143
"1580",29,41,17370,2752283.46207,1595089814.57,11123,820589.353485,977864406.906,67015.64151
"1583",178,403,6188,781232.492791,601116832.259,15441,2169803.70952,3282264497.41,67059.3151
"1589",52,403,3322,644082.819848,1222412983.43,15441,2169803.70952,3282264497.41,67202.45772
"1590",161,162,14629,2385326.96972,2453624839.04,4472,1087840.26405,1164200708.05,67208.54617
"1608",55,59,1864,258598.894036,986638704.338,2618,312023.509273,498690546.22,67628.55427
"1624",152,161,4405,401341.364698,370814966.197,14629,2385326.96972,2453624839.04,68003.24104
"1669",26,28,3908,1385356.19187,944438320.092,6049,644498.607186,451560914.395,69121.85249
"1672",166,171,7947,1973887.79158,2383726910.88,8888,1865098.79141,1899080337.91,69212.49936
"1679",171,173,8888,1865098.79141,1899080337.91,1505,658235.945779,635414583.385,69321.40616
"1683",176,195,7281,994620.80025,1612982961.02,2964,964286.576005,1065870641.82,69387.47818
"1687",53,403,4682,912665.799095,1487622720.29,15441,2169803.70952,3282264497.41,69435.06731
"1689",156,163,11821,2108768.4648,2399304474.9,5807,2029951.87686,3143356248.5,69460.53169
"1693",163,165,5807,2029951.87686,3143356248.5,4422,1834982.23088,1619720716.8,69579.64791
"1702",166,169,7947,1973887.79158,2383726910.88,11576,1654242.92381,2374629754,69756.7752
"1708",158,161,1567,214287.566148,559532664.465,14629,2385326.96972,2453624839.04,69897.13036
"1720",50,192,10880,1109494.62789,1634992073.48,6804,254705.268791,468640572.712,70064.01246
"1739",25,42,3170,1425934.38347,926104627.813,8402,438182.504918,468727696.46,70488.22829
"1741",26,41,3908,1385356.19187,944438320.092,11123,820589.353485,977864406.906,70531.88213
"1742",190,192,11327,1453769.54938,1253986034.33,6804,254705.268791,468640572.712,70532.94389
"1748",171,393,8888,1865098.79141,1899080337.91,12219,2180114.27068,2583118256.45,70635.2451
"1756",204,212,3405,633931.66063,1246649832.2,12839,2820052.67618,3728259662.3,70825.39435
"1764",157,160,6444,762387.267075,2013881876.76,16718,2641165.17254,2206591411.82,71077.90227
"1766",169,394,11576,1654242.92381,2374629754,19514,2269045.99455,2958449434.35,71136.50826
"1784",155,190,17884,2205895.39613,2768996075.97,11327,1453769.54938,1253986034.33,71724.91365
"1787",151,154,22241,3147846.5546,2581405676.79,12648,996600.27872,1230838377.06,71808.27992
"1792",52,212,3322,644082.819848,1222412983.43,12839,2820052.67618,3728259662.3,71852.47864
"1798",163,166,5807,2029951.87686,3143356248.5,7947,1973887.79158,2383726910.88,71986.52361
"1805",22,148,673,819693.164624,781914542.069,421,678967.659273,653775833.434,72202.30319
"1819",159,169,5153,282045.166749,188168169.193,11576,1654242.92381,2374629754,72431.76215
"1830",176,194,7281,994620.80025,1612982961.02,2623,483442.524083,707446827.694,72571.40881
"1843",162,166,4472,1087840.26405,1164200708.05,7947,1973887.79158,2383726910.88,72745.97828
"1848",151,398,22241,3147846.5546,2581405676.79,18273,2865499.78312,2853081750.53,72878.09625
"1855",50,52,10880,1109494.62789,1634992073.48,3322,644082.819848,1222412983.43,73141.77428
"1871",54,212,7496,1743542.55719,3588231108.57,12839,2820052.67618,3728259662.3,73353.18988
"1874",42,161,8402,438182.504918,468727696.46,14629,2385326.96972,2453624839.04,73369.0081
"1882",30,32,13119,4095857.55159,2386103901.41,4122,815584.334193,1103268621.73,73494.71679
"1884",31,162,7791,1386961.45355,1464916864.12,4472,1087840.26405,1164200708.05,73517.06342
"1888",50,190,10880,1109494.62789,1634992073.48,11327,1453769.54938,1253986034.33,73600.8715
"1914",29,32,17370,2752283.46207,1595089814.57,4122,815584.334193,1103268621.73,74092.81033
"1936",22,29,673,819693.164624,781914542.069,17370,2752283.46207,1595089814.57,74518.69855
"1939",22,28,673,819693.164624,781914542.069,6049,644498.607186,451560914.395,74558.06777
"1940",51,53,4748,467952.886776,552135041.351,4682,912665.799095,1487622720.29,74600.25615
"1945",167,392,1567,507664.349505,919263103.236,9776,1243583.09089,2738416862.82,74839.99849
"1947",394,395,19514,2269045.99455,2958449434.35,4662,897169.710945,2043592767.67,74870.48156
"1955",156,159,11821,2108768.4648,2399304474.9,5153,282045.166749,188168169.193,74988.72541
"1969",165,174,4422,1834982.23088,1619720716.8,2170,673784.609775,733950779.508,75368.43236
"1973",21,149,1267,568204.43722,755611618.824,3286,832440.708965,527986571.806,75519.8375
"1977",51,157,4748,467952.886776,552135041.351,6444,762387.267075,2013881876.76,75586.71868
"1981",28,32,6049,644498.607186,451560914.395,4122,815584.334193,1103268621.73,75633.17577
"1996",168,172,723,292231.105356,563366373.427,10117,3003563.93521,3184286865.45,75825.41356
"2010",41,394,11123,820589.353485,977864406.906,19514,2269045.99455,2958449434.35,76089.82738
"2039",175,191,17187,2353037.01825,2922732511.91,12392,851620.791604,1335617285.69,76722.47116
"2041",163,168,5807,2029951.87686,3143356248.5,723,292231.105356,563366373.427,76764.58175
"2048",159,166,5153,282045.166749,188168169.193,7947,1973887.79158,2383726910.88,76949.14978
"2060",177,203,13356,809238.423438,1071549764.86,4917,448622.339202,503930913.697,77212.6908
"2070",50,211,10880,1109494.62789,1634992073.48,22810,1003947.61376,1482326892.8,77425.0351
"2078",31,170,7791,1386961.45355,1464916864.12,9507,921322.489428,902943239.364,77587.104
"2079",166,173,7947,1973887.79158,2383726910.88,1505,658235.945779,635414583.385,77623.97611
"2083",28,394,6049,644498.607186,451560914.395,19514,2269045.99455,2958449434.35,77681.38991
"2084",160,163,16718,2641165.17254,2206591411.82,5807,2029951.87686,3143356248.5,77686.42612
"2101",52,177,3322,644082.819848,1222412983.43,13356,809238.423438,1071549764.86,78042.91861
"2104",51,212,4748,467952.886776,552135041.351,12839,2820052.67618,3728259662.3,78061.48996
"2120",148,151,421,678967.659273,653775833.434,22241,3147846.5546,2581405676.79,78398.94738
"2129",154,158,12648,996600.27872,1230838377.06,1567,214287.566148,559532664.465,78554.13578
"2135",43,174,920,329116.870826,556605641.277,2170,673784.609775,733950779.508,78655.66267
"2141",152,160,4405,401341.364698,370814966.197,16718,2641165.17254,2206591411.82,78780.01482
"2146",21,27,1267,568204.43722,755611618.824,13653,2093613.60365,1231105140.44,78883.55873
"2149",27,149,13653,2093613.60365,1231105140.44,3286,832440.708965,527986571.806,78904.04579
"2169",168,171,723,292231.105356,563366373.427,8888,1865098.79141,1899080337.91,79235.28822
"2175",175,176,17187,2353037.01825,2922732511.91,7281,994620.80025,1612982961.02,79299.9996
"2176",50,175,10880,1109494.62789,1634992073.48,17187,2353037.01825,2922732511.91,79301.0036
"2182",23,27,489,553095.217362,722734396.623,13653,2093613.60365,1231105140.44,79388.7246
"2198",30,42,13119,4095857.55159,2386103901.41,8402,438182.504918,468727696.46,79729.21324
"2199",170,174,9507,921322.489428,902943239.364,2170,673784.609775,733950779.508,79742.18621
"2207",61,196,8912,1517995.98185,1978683680.72,3489,711644.720915,931211320.671,79825.41649
"2217",41,152,11123,820589.353485,977864406.906,4405,401341.364698,370814966.197,79991.43092
"2230",28,151,6049,644498.607186,451560914.395,22241,3147846.5546,2581405676.79,80218.10146
"2246",169,392,11576,1654242.92381,2374629754,9776,1243583.09089,2738416862.82,80532.75875
"2250",157,163,6444,762387.267075,2013881876.76,5807,2029951.87686,3143356248.5,80586.38309
"2256",31,164,7791,1386961.45355,1464916864.12,4422,1353925.34857,1298060591.31,80723.05133
"2261",169,174,11576,1654242.92381,2374629754,2170,673784.609775,733950779.508,80790.0915
"2262",165,170,4422,1834982.23088,1619720716.8,9507,921322.489428,902943239.364,80805.04641
"2299",156,398,11821,2108768.4648,2399304474.9,18273,2865499.78312,2853081750.53,81394.67079
"2306",165,171,4422,1834982.23088,1619720716.8,8888,1865098.79141,1899080337.91,81511.51584
"2311",50,53,10880,1109494.62789,1634992073.48,4682,912665.799095,1487622720.29,81620.05792
"2317",190,403,11327,1453769.54938,1253986034.33,15441,2169803.70952,3282264497.41,81748.69944
"2325",51,194,4748,467952.886776,552135041.351,2623,483442.524083,707446827.694,81876.60513
"2338",164,171,4422,1353925.34857,1298060591.31,8888,1865098.79141,1899080337.91,82048.76587
"2340",27,151,13653,2093613.60365,1231105140.44,22241,3147846.5546,2581405676.79,82055.35912
"2351",23,151,489,553095.217362,722734396.623,22241,3147846.5546,2581405676.79,82240.19759
"2358",159,394,5153,282045.166749,188168169.193,19514,2269045.99455,2958449434.35,82462.47453
"2360",59,196,2618,312023.509273,498690546.22,3489,711644.720915,931211320.671,82496.99274
"2362",151,160,22241,3147846.5546,2581405676.79,16718,2641165.17254,2206591411.82,82509.86188
"2363",22,42,673,819693.164624,781914542.069,8402,438182.504918,468727696.46,82525.80032
"2391",29,394,17370,2752283.46207,1595089814.57,19514,2269045.99455,2958449434.35,82900.14882
"2394",28,398,6049,644498.607186,451560914.395,18273,2865499.78312,2853081750.53,82999.86118
"2404",26,29,3908,1385356.19187,944438320.092,17370,2752283.46207,1595089814.57,83243.43383
"2409",192,403,6804,254705.268791,468640572.712,15441,2169803.70952,3282264497.41,83402.80418
"2410",154,403,12648,996600.27872,1230838377.06,15441,2169803.70952,3282264497.41,83407.97108
"2414",22,149,673,819693.164624,781914542.069,3286,832440.708965,527986571.806,83473.39961
"2417",26,152,3908,1385356.19187,944438320.092,4405,401341.364698,370814966.197,83488.11155
"2420",175,192,17187,2353037.01825,2922732511.91,6804,254705.268791,468640572.712,83545.06586
"2426",178,179,6188,781232.492791,601116832.259,657,146939.477626,219121912.887,83589.00049
"2430",51,54,4748,467952.886776,552135041.351,7496,1743542.55719,3588231108.57,83612.29528
"2438",148,153,421,678967.659273,653775833.434,5038,635197.844155,774426440.254,83782.16251
"2444",177,190,13356,809238.423438,1071549764.86,11327,1453769.54938,1253986034.33,83846.658
"2454",41,160,11123,820589.353485,977864406.906,16718,2641165.17254,2206591411.82,83937.53547
"2457",42,394,8402,438182.504918,468727696.46,19514,2269045.99455,2958449434.35,83985.38068
"2484",166,172,7947,1973887.79158,2383726910.88,10117,3003563.93521,3184286865.45,84363.82258
"2493",53,160,4682,912665.799095,1487622720.29,16718,2641165.17254,2206591411.82,84491.32183
"2498",28,149,6049,644498.607186,451560914.395,3286,832440.708965,527986571.806,84647.98475
"2501",22,150,673,819693.164624,781914542.069,17952,3733456.30238,2413788748.91,84682.67453
"2502",178,211,6188,781232.492791,601116832.259,22810,1003947.61376,1482326892.8,84699.34994
"2505",175,193,17187,2353037.01825,2922732511.91,1139,246566.008858,747489017.086,84724.77854
"2510",175,403,17187,2353037.01825,2922732511.91,15441,2169803.70952,3282264497.41,84789.66177
"2525",208,212,9352,1548478.95706,1780963677.62,12839,2820052.67618,3728259662.3,85073.84554
"2534",176,177,7281,994620.80025,1612982961.02,13356,809238.423438,1071549764.86,85177.43752
"2536",32,169,4122,815584.334193,1103268621.73,11576,1654242.92381,2374629754,85224.41419
"2547",51,192,4748,467952.886776,552135041.351,6804,254705.268791,468640572.712,85377.50047
"2552",393,395,12219,2180114.27068,2583118256.45,4662,897169.710945,2043592767.67,85518.14168
"2567",42,152,8402,438182.504918,468727696.46,4405,401341.364698,370814966.197,85751.09983
"2573",155,179,17884,2205895.39613,2768996075.97,657,146939.477626,219121912.887,85842.10582
"2574",158,398,1567,214287.566148,559532664.465,18273,2865499.78312,2853081750.53,85843.24404
"2580",158,164,1567,214287.566148,559532664.465,4422,1353925.34857,1298060591.31,85975.10214
"2589",195,211,2964,964286.576005,1065870641.82,22810,1003947.61376,1482326892.8,86043.9683
"2595",156,403,11821,2108768.4648,2399304474.9,15441,2169803.70952,3282264497.41,86126.62539
"2597",32,398,4122,815584.334193,1103268621.73,18273,2865499.78312,2853081750.53,86162.67473
"2598",155,403,17884,2205895.39613,2768996075.97,15441,2169803.70952,3282264497.41,86163.39949
"2622",176,191,7281,994620.80025,1612982961.02,12392,851620.791604,1335617285.69,86557.90507
"2633",165,398,4422,1834982.23088,1619720716.8,18273,2865499.78312,2853081750.53,86714.20328
"2639",158,165,1567,214287.566148,559532664.465,4422,1834982.23088,1619720716.8,86855.22833
"2641",32,41,4122,815584.334193,1103268621.73,11123,820589.353485,977864406.906,86916.92843
"2642",31,161,7791,1386961.45355,1464916864.12,14629,2385326.96972,2453624839.04,86918.72587
"2651",43,168,920,329116.870826,556605641.277,723,292231.105356,563366373.427,86985.73234
"2670",203,211,4917,448622.339202,503930913.697,22810,1003947.61376,1482326892.8,87247.21735
"2680",174,392,2170,673784.609775,733950779.508,9776,1243583.09089,2738416862.82,87477.12933
"2689",24,30,11400,1641291.23625,1203390876.26,13119,4095857.55159,2386103901.41,87673.15077
"2691",162,169,4472,1087840.26405,1164200708.05,11576,1654242.92381,2374629754,87747.01433
"2696",211,403,22810,1003947.61376,1482326892.8,15441,2169803.70952,3282264497.41,87797.95027
"2711",23,42,489,553095.217362,722734396.623,8402,438182.504918,468727696.46,87953.12143
"2727",175,195,17187,2353037.01825,2922732511.91,2964,964286.576005,1065870641.82,88122.41096
"2738",151,155,22241,3147846.5546,2581405676.79,17884,2205895.39613,2768996075.97,88334.81438
"2750",152,156,4405,401341.364698,370814966.197,11821,2108768.4648,2399304474.9,88476.16973
"2758",25,41,3170,1425934.38347,926104627.813,11123,820589.353485,977864406.906,88642.78055
"2765",153,161,5038,635197.844155,774426440.254,14629,2385326.96972,2453624839.04,88785.60879
"2767",30,394,13119,4095857.55159,2386103901.41,19514,2269045.99455,2958449434.35,88837.31378
"2768",26,153,3908,1385356.19187,944438320.092,5038,635197.844155,774426440.254,88850.63008
"2769",22,30,673,819693.164624,781914542.069,13119,4095857.55159,2386103901.41,88853.43663
"2771",30,395,13119,4095857.55159,2386103901.41,4662,897169.710945,2043592767.67,88881.84462
"2774",166,170,7947,1973887.79158,2383726910.88,9507,921322.489428,902943239.364,88954.38366
"2776",162,168,4472,1087840.26405,1164200708.05,723,292231.105356,563366373.427,89055.20315
"2780",148,152,421,678967.659273,653775833.434,4405,401341.364698,370814966.197,89141.06381
"2782",42,150,8402,438182.504918,468727696.46,17952,3733456.30238,2413788748.91,89210.66748
"2786",50,155,10880,1109494.62789,1634992073.48,17884,2205895.39613,2768996075.97,89245.65706
"2789",25,149,3170,1425934.38347,926104627.813,3286,832440.708965,527986571.806,89375.91264
"2796",172,392,10117,3003563.93521,3184286865.45,9776,1243583.09089,2738416862.82,89485.76621
"2807",149,161,3286,832440.708965,527986571.806,14629,2385326.96972,2453624839.04,89662.06685
"2816",53,162,4682,912665.799095,1487622720.29,4472,1087840.26405,1164200708.05,89805.28063
"2819",155,178,17884,2205895.39613,2768996075.97,6188,781232.492791,601116832.259,89837.39194
"2822",177,194,13356,809238.423438,1071549764.86,2623,483442.524083,707446827.694,89851.79114
"2828",179,203,657,146939.477626,219121912.887,4917,448622.339202,503930913.697,90028.41649
"2845",32,42,4122,815584.334193,1103268621.73,8402,438182.504918,468727696.46,90318.96642
"2857",50,203,10880,1109494.62789,1634992073.48,4917,448622.339202,503930913.697,90536.28543
"2866",25,148,3170,1425934.38347,926104627.813,421,678967.659273,653775833.434,90644.61362
"2868",194,196,2623,483442.524083,707446827.694,3489,711644.720915,931211320.671,90696.51872
"2878",154,398,12648,996600.27872,1230838377.06,18273,2865499.78312,2853081750.53,90844.31847
"2893",31,41,7791,1386961.45355,1464916864.12,11123,820589.353485,977864406.906,91193.07901
"2896",30,41,13119,4095857.55159,2386103901.41,11123,820589.353485,977864406.906,91240.25704
"2906",152,398,4405,401341.364698,370814966.197,18273,2865499.78312,2853081750.53,91392.82817
"2938",54,157,7496,1743542.55719,3588231108.57,6444,762387.267075,2013881876.76,92033.13762
"2940",52,55,3322,644082.819848,1222412983.43,1864,258598.894036,986638704.338,92067.40076
"2946",165,394,4422,1834982.23088,1619720716.8,19514,2269045.99455,2958449434.35,92182.6287
"2956",168,169,723,292231.105356,563366373.427,11576,1654242.92381,2374629754,92312.6202
"2973",176,203,7281,994620.80025,1612982961.02,4917,448622.339202,503930913.697,92550.21066
"2974",54,61,7496,1743542.55719,3588231108.57,8912,1517995.98185,1978683680.72,92563.78757
"2981",149,154,3286,832440.708965,527986571.806,12648,996600.27872,1230838377.06,92690.92907
"2985",53,154,4682,912665.799095,1487622720.29,12648,996600.27872,1230838377.06,92816.84636
"2988",157,162,6444,762387.267075,2013881876.76,4472,1087840.26405,1164200708.05,92880.66358
"2989",50,154,10880,1109494.62789,1634992073.48,12648,996600.27872,1230838377.06,92887.085
"2995",51,178,4748,467952.886776,552135041.351,6188,781232.492791,601116832.259,92977.74352
"3029",31,166,7791,1386961.45355,1464916864.12,7947,1973887.79158,2383726910.88,93408.48079
"3032",164,170,4422,1353925.34857,1298060591.31,9507,921322.489428,902943239.364,93454.30723
"3059",193,204,1139,246566.008858,747489017.086,3405,633931.66063,1246649832.2,93848.78887
"3063",24,152,11400,1641291.23625,1203390876.26,4405,401341.364698,370814966.197,93972.88547
"3086",192,193,6804,254705.268791,468640572.712,1139,246566.008858,747489017.086,94330.42171
"3088",175,204,17187,2353037.01825,2922732511.91,3405,633931.66063,1246649832.2,94364.6379
"3098",160,165,16718,2641165.17254,2206591411.82,4422,1834982.23088,1619720716.8,94510.6879
"3119",54,163,7496,1743542.55719,3588231108.57,5807,2029951.87686,3143356248.5,94767.19501
"3125",155,156,17884,2205895.39613,2768996075.97,11821,2108768.4648,2399304474.9,94940.70004
"3133",31,393,7791,1386961.45355,1464916864.12,12219,2180114.27068,2583118256.45,95090.15092
"3144",27,32,13653,2093613.60365,1231105140.44,4122,815584.334193,1103268621.73,95236.29387
"3147",211,212,22810,1003947.61376,1482326892.8,12839,2820052.67618,3728259662.3,95278.40115
"3153",157,177,6444,762387.267075,2013881876.76,13356,809238.423438,1071549764.86,95386.49577
"3154",149,155,3286,832440.708965,527986571.806,17884,2205895.39613,2768996075.97,95444.1295
"3157",161,394,14629,2385326.96972,2453624839.04,19514,2269045.99455,2958449434.35,95525.15917
"3159",167,393,1567,507664.349505,919263103.236,12219,2180114.27068,2583118256.45,95584.86714
"3183",52,211,3322,644082.819848,1222412983.43,22810,1003947.61376,1482326892.8,96022.36259
"3184",170,394,9507,921322.489428,902943239.364,19514,2269045.99455,2958449434.35,96038.46817
"3210",23,28,489,553095.217362,722734396.623,6049,644498.607186,451560914.395,96441.79843
"3214",41,159,11123,820589.353485,977864406.906,5153,282045.166749,188168169.193,96488.70411
"3231",31,160,7791,1386961.45355,1464916864.12,16718,2641165.17254,2206591411.82,96754.92196
"3234",157,161,6444,762387.267075,2013881876.76,14629,2385326.96972,2453624839.04,96853.6144
"3255",41,150,11123,820589.353485,977864406.906,17952,3733456.30238,2413788748.91,97090.03128
"3260",43,167,920,329116.870826,556605641.277,1567,507664.349505,919263103.236,97148.81302
"3266",159,168,5153,282045.166749,188168169.193,723,292231.105356,563366373.427,97218.74254
"3273",153,160,5038,635197.844155,774426440.254,16718,2641165.17254,2206591411.82,97269.63117
"3277",21,42,1267,568204.43722,755611618.824,8402,438182.504918,468727696.46,97365.80984
"3296",155,157,17884,2205895.39613,2768996075.97,6444,762387.267075,2013881876.76,97602.14426
"3318",164,173,4422,1353925.34857,1298060591.31,1505,658235.945779,635414583.385,97897.52061
"3331",42,148,8402,438182.504918,468727696.46,421,678967.659273,653775833.434,98083.99185
"3348",204,208,3405,633931.66063,1246649832.2,9352,1548478.95706,1780963677.62,98368.9021
"3350",32,393,4122,815584.334193,1103268621.73,12219,2180114.27068,2583118256.45,98412.93674
"3354",27,148,13653,2093613.60365,1231105140.44,421,678967.659273,653775833.434,98462.52319
"3372",21,28,1267,568204.43722,755611618.824,6049,644498.607186,451560914.395,98662.15008
"3377",41,153,11123,820589.353485,977864406.906,5038,635197.844155,774426440.254,98702.91495
"3379",25,150,3170,1425934.38347,926104627.813,17952,3733456.30238,2413788748.91,98728.71487
"3384",27,150,13653,2093613.60365,1231105140.44,17952,3733456.30238,2413788748.91,98791.11167
"3385",27,394,13653,2093613.60365,1231105140.44,19514,2269045.99455,2958449434.35,98800.28912
"3407",50,156,10880,1109494.62789,1634992073.48,11821,2108768.4648,2399304474.9,99128.28365
"3433",52,158,3322,644082.819848,1222412983.43,1567,214287.566148,559532664.465,99502.46074
"3438",150,155,17952,3733456.30238,2413788748.91,17884,2205895.39613,2768996075.97,99568.97182
